id_item,id_frente,data_referencia,contrato,programa,nucleo,equipe,logradouro,item_original,item_normalizado,categoria_item,tipo_registro,quantidade,unidade,material,especificacao,complemento,observacao_item,arquivo_origem,mensagem_origem,data,municipio,nucleo_detectado_texto,municipio_detectado_texto,nucleo_oficial,municipio_oficial,nucleo_status_cadastro,servico_bruto,servico_normalizado,servico_oficial,categoria,regra_disparada,municipio_conflitante_sem_cadastro
I0003,F002,11/03/2026,Oeste 1,Água Legal,Cerejas,Sidney,Rua Dezesseis / Tv. Haitiana / Travessa da Bete / Travessa Haitiana,✅ Caixas UMA instaladas,Instalação de caixas UMA,caixa_uma,servico,1,un,,,,,mensagem_web_20260316_132655.txt,✅ Caixas UMA instaladas: 1,11/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0004,F003,11/03/2026,Oeste 1,Água Legal,Cerejas,Sidney,Rua Dezesseis / Tv. Haitiana / Travessa da Bete / Travessa Haitiana,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,8,un,,,,,mensagem_web_20260316_132655.txt,✅ Intradomiciliares: 8,11/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0005,F003,11/03/2026,Oeste 1,Água Legal,Cerejas,Sidney,Rua Dezesseis / Tv. Haitiana / Travessa da Bete / Travessa Haitiana,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,8,un,,,,,mensagem_web_20260316_132655.txt,✅ Hidrômetros instalados: 8,11/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0006,F004,11/03/2026,Oeste 1,Água Legal,Cerejas,Sidney,Rua Dezesseis / Tv. Haitiana / Travessa da Bete / Travessa Haitiana,✅ Caixas UMA instaladas,Instalação de caixas UMA,caixa_uma,servico,2,un,,,,,mensagem_web_20260316_132655.txt,✅ Caixas UMA instaladas: 2,11/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0007,F005,11/03/2026,Oeste 1,Água Legal,Lucrécia Borges,Gedeon,Rua Lucrécia Borges,✅ Caixas UMA instaladas,Instalação de caixas UMA,caixa_uma,servico,8,un,,,,,mensagem_web_20260316_132655.txt,✅ Caixas UMA instaladas: 8,11/03/2026,Barueri,Lucrécia Borges,Barueri,,,nao_cadastrado,,,,,,
I0001,F001,12/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Seis / Viela Quatro / Viela 4 / Viela 1 / Viela B,✅ Retirada de Big Bag,Retirada de Big Bag,apoio_operacional,apoio_operacional,1,servico,,,,,mensagem_web_20260316_132823.txt,✅ Retirada de Big Bag,12/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0002,F003,12/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Seis / Viela Quatro / Viela 4 / Viela 1 / Viela B,✅ Ramais água,Execução de ramais de água,ramal_agua,servico,7,un,,,,,mensagem_web_20260316_132823.txt,✅ Ramais água: 7,12/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0003,F004,12/03/2026,Oeste 1,Água Legal,Cerejas,Reggis,Rua Dezesseis,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,6,un,,,,,mensagem_web_20260316_132823.txt,✅ Intradomiciliares: 6,12/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0004,F004,12/03/2026,Oeste 1,Água Legal,Cerejas,Reggis,Rua Dezesseis,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,6,un,,,,,mensagem_web_20260316_132823.txt,✅ Hidrômetros instalados: 6,12/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0001,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,3,un,,,,,mensagem_web_20260316_132916.txt,✅ Hidrômetros instalados: 3,13/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0002,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,2,un,,,,,mensagem_web_20260316_132916.txt,✅ Intradomiciliares: 2,13/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0003,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Caixas UMA instaladas,Instalação de caixas UMA,caixa_uma,servico,1,un,,,,,mensagem_web_20260316_132916.txt,✅ Caixas UMA instaladas: 1,13/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0004,F002,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,12,m,PEAD,,,,mensagem_web_20260316_132916.txt,✅ Prolongamento rede água (PEAD Ø63): 12 m,13/03/2026,Barueri,Missisipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0005,F002,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,servico,,,1 (Viela Dois x Viela Cinco),,mensagem_web_20260316_132916.txt,✅ Interligação de rede: 1 (Viela Dois x Viela Cinco),13/03/2026,Barueri,Missisipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0006,F003,13/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,23,m,PEAD,,,,mensagem_web_20260316_132916.txt,✅ Prolongamento rede água (PEAD Ø63): 23 m,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0007,F003,13/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Cinco / Viela 3,✅ Interligações de rede,Execucao de interligacao de rede,interligacao,servico,2,un,,,,,mensagem_web_20260316_132916.txt,✅ Interligações de rede: 2,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0008,F004,13/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,42,m,PEAD,,,,mensagem_web_20260316_132916.txt,✅ Prolongamento rede água (PEAD Ø32): 42 m,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0001,F001,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,18,m,PEAD,,,,mensagem_web_20260316_133038.txt,✅ Prolongamento rede água (PEAD Ø63): 18 m,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0002,F001,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,servico,,,1 (Viela Um x Viela Três),,mensagem_web_20260316_133038.txt,✅ Interligação de rede: 1 (Viela Um x Viela Três),14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0003,F002,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,65,m,PEAD,,,,mensagem_web_20260316_133038.txt,✅ Prolongamento rede água (PEAD Ø32): 65 m,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0004,F002,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,un,,,,,mensagem_web_20260316_133038.txt,✅ Interligação de rede: 1,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0005,F003,14/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,5,un,,,,,mensagem_web_20260316_133038.txt,✅ Intradomiciliares: 5,14/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0006,F003,14/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,5,un,,,,,mensagem_web_20260316_133038.txt,✅ Hidrômetros instalados: 5,14/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0001,F001,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,18,m,PEAD,,,,mensagem_web_20260316_142052.txt,✅ Prolongamento rede água (PEAD Ø63): 18 m,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0002,F001,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,servico,,,1 (Viela Um x Viela Três),,mensagem_web_20260316_142052.txt,✅ Interligação de rede: 1 (Viela Um x Viela Três),14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0003,F002,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,65,m,PEAD,,,,mensagem_web_20260316_142052.txt,✅ Prolongamento rede água (PEAD Ø32): 65 m,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0004,F002,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,un,,,,,mensagem_web_20260316_142052.txt,✅ Interligação de rede: 1,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0005,F003,14/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,5,un,,,,,mensagem_web_20260316_142052.txt,✅ Intradomiciliares: 5,14/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0006,F003,14/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,5,un,,,,,mensagem_web_20260316_142052.txt,✅ Hidrômetros instalados: 5,14/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0001,F001,11/03/2026,Oeste 1,Agua Legal,Mississipi,Equipe 03,Viela 04,hidrometro,hidrometro,hidrometro,servico,1,un,,,,,mensagem_web_20260316_212630.txt,- 1 un hidrometro,11/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,hidrometro,hidrometro,hidrometro,hidrometro,alias_exato,
I0001,F001,11/03/2026,Oeste 1,Agua Legal,Núcleo Teste Novo,Equipe 09,Viela 99,hidrometro,hidrometro,hidrometro,servico,2,un,,,,,mensagem_web_20260316_223048.txt,- 2 un hidrometro,11/03/2026,Barueri,Núcleo Teste Novo,Barueri,,,nao_cadastrado,hidrometro,hidrometro,hidrometro,hidrometro,alias_exato,
I0001,F001,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,18,m,PEAD,,,,mensagem_web_20260317_193737.txt,✅ Prolongamento rede água (PEAD Ø63): 18 m,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0002,F001,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,servico,,,1 (Viela Um x Viela Três),,mensagem_web_20260317_193737.txt,✅ Interligação de rede: 1 (Viela Um x Viela Três),14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0003,F002,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,65,m,PEAD,,,,mensagem_web_20260317_193737.txt,✅ Prolongamento rede água (PEAD Ø32): 65 m,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0004,F002,14/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Um / Viela Três,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,un,,,,,mensagem_web_20260317_193737.txt,✅ Interligação de rede: 1,14/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0005,F003,14/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,5,un,,,,,mensagem_web_20260317_193737.txt,✅ Intradomiciliares: 5,14/03/2026,Carapicuíba,Savoy,Barueri,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0006,F003,14/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,5,un,,,,,mensagem_web_20260317_193737.txt,✅ Hidrômetros instalados: 5,14/03/2026,Carapicuíba,Savoy,Barueri,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0001,F001,12/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Seis / Viela Quatro / Viela 4 / Viela 1 / Viela B,✅ Retirada de Big Bag,Retirada de Big Bag,apoio_operacional,apoio_operacional,1,servico,,,,,mensagem_web_20260318_132220.txt,✅ Retirada de Big Bag,12/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0002,F003,12/03/2026,Oeste 1,Água Legal,Mississipi,Carlos,Viela Seis / Viela Quatro / Viela 4 / Viela 1 / Viela B,✅ Ramais água,Execução de ramais de água,ramal_agua,servico,7,un,,,,,mensagem_web_20260318_132220.txt,✅ Ramais água: 7,12/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0003,F004,12/03/2026,Oeste 1,Água Legal,Cerejas,Reggis,Rua Dezesseis,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,6,un,,,,,mensagem_web_20260318_132220.txt,✅ Intradomiciliares: 6,12/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0004,F004,12/03/2026,Oeste 1,Água Legal,Cerejas,Reggis,Rua Dezesseis,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,6,un,,,,,mensagem_web_20260318_132220.txt,✅ Hidrômetros instalados: 6,12/03/2026,Jandira,Cerejas,Jandira,Cerejas,Jandira,cadastrado,,,,,,
I0001,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,3,un,,,,,mensagem_web_20260318_134847.txt,✅ Hidrômetros instalados: 3,13/03/2026,Carapicuíba,Savoy,Carapicuiba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0002,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,2,un,,,,,mensagem_web_20260318_134847.txt,✅ Intradomiciliares: 2,13/03/2026,Carapicuíba,Savoy,Carapicuiba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0003,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Caixas UMA instaladas,Instalação de caixas UMA,caixa_uma,servico,1,un,,,,,mensagem_web_20260318_134847.txt,✅ Caixas UMA instaladas: 1,13/03/2026,Carapicuíba,Savoy,Carapicuiba,Savoy,Carapicuíba,cadastrado,,,,,,sim
I0004,F002,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,12,m,PEAD,,,,mensagem_web_20260318_134847.txt,✅ Prolongamento rede água (PEAD Ø63): 12 m,13/03/2026,Barueri,Missisipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0005,F002,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,servico,,,1 (Viela Dois x Viela Cinco),,mensagem_web_20260318_134847.txt,✅ Interligação de rede: 1 (Viela Dois x Viela Cinco),13/03/2026,Barueri,Missisipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0006,F003,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,23,m,PEAD,,,,mensagem_web_20260318_134847.txt,✅ Prolongamento rede água (PEAD Ø63): 23 m,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0007,F003,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Interligações de rede,Execucao de interligacao de rede,interligacao,servico,2,un,,,,,mensagem_web_20260318_134847.txt,✅ Interligações de rede: 2,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0008,F004,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,42,m,PEAD,,,,mensagem_web_20260318_134847.txt,✅ Prolongamento rede água (PEAD Ø32): 42 m,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0001,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Hidrômetros instalados,Instalação de hidrômetros,hidrometro,servico,3,un,,,,,mensagem_web_20260318_135015.txt,✅ Hidrômetros instalados: 3,13/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,
I0002,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Intradomiciliares,Ligações intradomiciliares,intradomiciliar,servico,2,un,,,,,mensagem_web_20260318_135015.txt,✅ Intradomiciliares: 2,13/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,
I0003,F001,13/03/2026,Oeste 1,Água Legal,Savoy,Sidney,Rua General Carneiro,✅ Caixas UMA instaladas,Instalação de caixas UMA,caixa_uma,servico,1,un,,,,,mensagem_web_20260318_135015.txt,✅ Caixas UMA instaladas: 1,13/03/2026,Carapicuíba,Savoy,Carapicuíba,Savoy,Carapicuíba,cadastrado,,,,,,
I0004,F002,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,12,m,PEAD,,,,mensagem_web_20260318_135015.txt,✅ Prolongamento rede água (PEAD Ø63): 12 m,13/03/2026,Barueri,Missisipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0005,F002,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Interligação de rede,Execução de interligação de rede de água,interligacao,servico,1,servico,,,1 (Viela Dois x Viela Cinco),,mensagem_web_20260318_135015.txt,✅ Interligação de rede: 1 (Viela Dois x Viela Cinco),13/03/2026,Barueri,Missisipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0006,F003,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,23,m,PEAD,,,,mensagem_web_20260318_135015.txt,✅ Prolongamento rede água (PEAD Ø63): 23 m,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0007,F003,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Interligações de rede,Execucao de interligacao de rede,interligacao,servico,2,un,,,,,mensagem_web_20260318_135015.txt,✅ Interligações de rede: 2,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
I0008,F004,13/03/2026,Oeste 1,Água Legal,Mississipi,Xavier,Viela Quatro / Viela Dois / Viela Cinco / Viela 3,✅ Prolongamento rede água,Prolongamento de rede de água,rede_agua,servico,42,m,PEAD,,,,mensagem_web_20260318_135015.txt,✅ Prolongamento rede água (PEAD Ø32): 42 m,13/03/2026,Barueri,Mississipi,Barueri,Mississipi,Barueri,cadastrado,,,,,,
